player_id,name,team,dob,age_years,age_days,total_points,salary
loveke01,Kevin Love,Miami Heat,1988-09-07,36,13431,122.0,3850000
anderky01,Kyle Anderson,Miami Heat,1993-09-20,31,11592,168.0,8780488
jovicni01,Nikola JoviÄ,Miami Heat,2003-06-09,22,8043,,2464200
larsspe01,Pelle Larsson,Miami Heat,2001-02-23,24,8879,251.0,1157153
roziete01,Terry Rozier,Miami Heat,1994-03-17,31,11414,679.0,24924126
herroty01,Tyler Herro,Miami Heat,2000-01-20,25,9279,1840.0,29000000
greenaj01,A.J. Green,Milwaukee Bucks,1999-09-27,25,9394,541.0,2120693
jacksan01,Andre Jackson Jr.,Milwaukee Bucks,2001-11-13,23,8616,230.0,1891857
portibo01,Bobby Portis,Milwaukee Bucks,1995-02-10,30,11084,680.0,12578286
lopezbr01,Brook Lopez,Milwaukee Bucks,1988-04-01,37,13590,1041.0,23000000
livinch01,Chris Livingston,Milwaukee Bucks,2003-10-15,21,7915,30.0,1891857
lillada01,Damian Lillard,Milwaukee Bucks,1990-07-15,34,12755,1447.0,48787676
trentga02,Gary Trent Jr.,Milwaukee Bucks,1999-01-18,26,9646,824.0,2087519
antetgi01,Giannis Antetokounmpo,Milwaukee Bucks,1994-12-06,30,11150,2036.0,48787676
bouyeja01,Jamaree Bouyea,Milwaukee Bucks,1999-06-27,25,9486,17.0,0
simsje01,Jericho Sims,Milwaukee Bucks,1998-10-20,26,9736,34.0,2092344
porteke02,Kevin Porter Jr.,Milwaukee Bucks,2000-05-04,25,9174,352.0,2366937
kuzmaky01,Kyle Kuzma,Milwaukee Bucks,1995-07-24,29,10920,478.0,24456061
connapa01,Pat Connaughton,Milwaukee Bucks,1993-01-06,32,11849,216.0,9423869
nancepe01,Pete Nance,Milwaukee Bucks,2000-02-19,25,9249,23.0,0
rolliry01,Ryan Rollins,Milwaukee Bucks,2002-07-03,22,8384,349.0,491887
umudest01,Stanley Umude,Milwaukee Bucks,1999-04-12,26,9562,15.0,0
princta02,Taurean Prince,Milwaukee Bucks,1994-03-22,31,11409,656.0,2087519
smithty02,Tyler Smith,Milwaukee Bucks,2004-11-02,20,7531,67.0,1157153
edwaran01,Anthony Edwards,Minnesota Timberwolves,2001-08-05,23,8716,2177.0,42176400
hylanbo01,Bones Hyland,Minnesota Timberwolves,2000-09-14,24,9041,5.0,0
divindo01,Donte DiVincenzo,Minnesota Timberwolves,1997-01-31,28,10363,723.0,11445000
mcdanja02,Jaden McDaniels,Minnesota Timberwolves,2000-09-29,24,9026,1000.0,23017242
clarkja02,Jaylen Clark,Minnesota Timberwolves,2001-10-13,23,8647,163.0,492323
edwarje01,Jesse Edwards,Minnesota Timberwolves,2000-03-18,25,9221,0.0,0
inglejo01,Joe Ingles,Minnesota Timberwolves,1987-10-02,37,13772,15.0,2087519
minotjo01,Josh Minott,Minnesota Timberwolves,2002-11-25,22,8239,119.0,2019699
randlju01,Julius Randle,Minnesota Timberwolves,1994-11-29,30,11157,1288.0,33073920
millele01,Leonard Miller,Minnesota Timberwolves,2003-11-26,21,7873,20.0,1891857
garzalu01,Luka Garza,Minnesota Timberwolves,1998-12-27,26,9668,138.0,2162606
conlemi01,Mike Conley,Minnesota Timberwolves,1987-10-11,37,13763,582.0,9975962
reidna01,Naz Reid,Minnesota Timberwolves,1999-08-26,25,9426,1138.0,13986432
alexani01,Nickeil Alexander-Walker,Minnesota Timberwolves,1998-09-02,26,9784,773.0,4312500
dilliro01,Rob Dillingham,Minnesota Timberwolves,2005-01-04,20,7468,219.0,6262920
goberru01,Rudy Gobert,Minnesota Timberwolves,1992-06-26,32,12043,866.0,43827586
shannte01,Terrence Shannon Jr.,Minnesota Timberwolves,2000-07-30,24,9087,138.0,2546640
newtotr01,Tristen Newton,Minnesota Timberwolves,2001-04-26,24,8817,0.0,0
reevean01,Antonio Reeves,New Orleans Pelicans,2000-11-20,24,8974,305.0,1157153
bostobr01,Brandon Boston Jr.,New Orleans Pelicans,2001-11-28,23,8601,448.0,596581
brownbr01,Bruce Brown,New Orleans Pelicans,1996-08-15,28,10532,189.0,23000000
mccolcj01,CJ McCollum,New Orleans Pelicans,1991-09-19,33,12324,1183.0,33333333
murrade01,Dejounte Murray,New Orleans Pelicans,1996-09-19,28,10497,542.0,29517135
paytoel01,Elfrid Payton,New Orleans Pelicans,1994-02-22,31,11437,79.0,549104
joneshe01,Herbert Jones,New Orleans Pelicans,1998-10-06,26,9750,205.0,12976362
cainja01,Jamal Cain,New Orleans Pelicans,1999-03-20,26,9585,196.0,0
robinje02,Jeremiah Robinson-Earl,New Orleans Pelicans,2000-11-03,24,8991,418.0,2196970
hawkijo01,Jordan Hawkins,New Orleans Pelicans,2002-04-29,23,8449,604.0,4525680
alvarjo01,Jose Alvarado,New Orleans Pelicans,1998-04-12,27,9927,579.0,1988598
matkoka01,Karlo MatkoviÄ,New Orleans Pelicans,2001-03-30,24,8844,,1407153
brookke02,Keion Brooks Jr.,New Orleans Pelicans,2000-08-07,24,9079,142.0,0
olynyke01,Kelly Olynyk,New Orleans Pelicans,1991-04-19,34,12477,213.0,12804878
kelleky01,Kylor Kelley,New Orleans Pelicans,1997-08-26,27,10156,10.0,73153
quinole01,Lester QuiÃ±ones,New Orleans Pelicans,2000-11-16,24,8978,,0
murphtr02,Trey Murphy III,New Orleans Pelicans,2000-06-18,24,9129,1124.0,5159854
missiyv01,Yves Missi,New Orleans Pelicans,2004-05-14,21,7703,665.0,3193200
willizi01,Zion Williamson,New Orleans Pelicans,2000-07-06,24,9111,737.0,36725670
watsoan02,Anton Watson,New York Knicks,2000-10-06,24,9019,8.0,0
hukpoar01,Ariel Hukporti,New York Knicks,2002-04-11,23,8467,48.0,1064049
payneca01,Cameron Payne,New York Knicks,1994-08-08,30,11270,500.0,2087519
wrighde01,Delon Wright,New York Knicks,1992-04-26,33,12104,60.0,2087519
brunsja01,Jalen Brunson,New York Knicks,1996-08-31,28,10516,1690.0,24960001
hartjo01,Josh Hart,New York Knicks,1995-03-06,30,11060,1051.0,18144000
townska01,Karl-Anthony Towns,New York Knicks,1995-11-15,29,10806,1759.0,49205800
mcculke01,Kevin McCullar Jr.,New York Knicks,2001-03-15,24,8859,6.0,0
shamela01,Landry Shamet,New York Knicks,1997-03-13,28,10322,286.0,1343690
beaucma01,MarJon Beauchamp,New York Knicks,2000-10-12,24,9013,15.0,0
bridgmi01,Mikal Bridges,New York Knicks,1996-08-30,28,10517,1444.0,23300000
mcbrimi01,Miles McBride,New York Knicks,2000-09-08,24,9047,611.0,4710144
robinmi01,Mitchell Robinson,New York Knicks,1998-04-01,27,9938,87.0,14318182
anunoog01,OG Anunoby,New York Knicks,1997-07-17,27,10196,1332.0,36637932
tuckepj01,P.J. Tucker,New York Knicks,1985-05-05,40,14652,9.0,486777
dadiepa01,Pacome Dadiet,New York Knicks,2005-07-27,19,7264,30.0,1808080
achiupr01,Precious Achiuwa,New York Knicks,1999-09-19,25,9402,379.0,6000000
kolekty01,Tyler Kolek,New York Knicks,2001-03-27,24,8847,81.0,2087519
wiggiaa01,Aaron Wiggins,Oklahoma City Thunder,1999-01-02,26,9662,914.0,10514017
flaglad01,Adam Flagler,Oklahoma City Thunder,1999-12-01,25,9329,65.0,0
mitchaj01,Ajay Mitchell,Oklahoma City Thunder,2002-06-25,22,8392,234.0,3000000
carusal01,Alex Caruso,Oklahoma City Thunder,1994-02-28,31,11431,382.0,9890000
ducasal01,Alex Ducas,Oklahoma City Thunder,2000-12-11,24,8953,36.0,0
carlsbr01,Branden Carlson,Oklahoma City Thunder,1999-06-14,26,9499,122.0,496519
wallaca01,Cason Wallace,Oklahoma City Thunder,2003-11-07,21,7892,568.0,5555880
holmgch01,Chet Holmgren,Oklahoma City Thunder,2002-05-01,23,8447,479.0,10880640
jonesdi01,Dillon Jones,Oklahoma City Thunder,2001-10-29,23,8631,135.0,2622360
harteis01,Isaiah Hartenstein,Oklahoma City Thunder,1998-05-05,27,9904,637.0,30000000
joeis01,Isaiah Joe,Oklahoma City Thunder,1999-07-02,25,9481,756.0,12991650
willija06,Jalen Williams,Oklahoma City Thunder,2001-04-14,24,8829,1490.0,4775760
willija07,Jaylin Williams,Oklahoma City Thunder,2002-06-29,22,8388,278.0,2019699
willike04,Kenrich Williams,Oklahoma City Thunder,1994-12-02,30,11154,436.0,6669000
dortlu01,Luguentz Dort,Oklahoma City Thunder,1999-04-19,26,9555,719.0,16500000
topicni01,Nikola TopiÄ,Oklahoma City Thunder,2005-08-10,19,7250,,4935960
diengou01,Ousmane Dieng,Oklahoma City Thunder,2003-05-21,22,8062,142.0,5027040
gilgesh01,Shai Gilgeous-Alexander,Oklahoma City Thunder,1998-07-12,26,9836,2484.0,35859950
blackan01,Anthony Black,Orlando Magic,2004-01-20,21,7818,736.0,7607760
houstca01,Caleb Houstan,Orlando Magic,2003-01-09,22,8194,239.0,2019699
anthoco01,Cole Anthony,Orlando Magic,2000-05-15,25,9163,630.0,12900000
josepco01,Cory Joseph,Orlando Magic,1991-08-20,33,12354,177.0,3303771
thompet01,Ethan Thompson,Orlando Magic,1999-05-04,26,9540,,0
wagnefr01,Franz Wagner,Orlando Magic,2001-08-27,23,8694,1449.0,7007092
harriga01,Gary Harris,Orlando Magic,1994-09-14,30,11233,145.0,7500000
bitadgo01,Goga Bitadze,Orlando Magic,1999-07-20,25,9463,502.0,9057971
suggsja01,Jalen Suggs,Orlando Magic,2001-06-03,24,8779,567.0,9188385
howarje01,Jett Howard,Orlando Magic,2003-09-14,21,7946,267.0,5278320
isaacjo01,Jonathan Isaac,Orlando Magic,1997-10-03,27,10118,380.0,25000000
caldwke01,Kentavious Caldwell-Pope,Orlando Magic,1993-02-18,32,11806,673.0,22757000
mccluma01,Mac McClung,Orlando Magic,1999-01-06,26,9658,0.0,0
wagnemo01,Moritz Wagner,Orlando Magic,1997-04-26,28,10278,386.0,11000000
banchpa01,Paolo Banchero,Orlando Magic,2002-11-12,22,8252,1191.0,12160800
queentr01,Trevelin Queen,Orlando Magic,1997-02-25,28,10338,152.0,0
dasiltr01,Tristan Da Silva,Orlando Magic,2001-05-15,24,8798,533.0,3628440
cartewe01,Wendell Carter Jr.,Orlando Magic,1999-04-16,26,9558,618.0,11950000
bonaad01,Adem Bona,Philadelphia 76ers,2003-03-28,22,8116,337.0,1157153
reeseal01,Alex Reese,Philadelphia 76ers,1999-05-21,26,9523,74.0,0
drumman01,Andre Drummond,Philadelphia 76ers,1993-08-10,31,11633,293.0,5000000
gordoer01,Eric Gordon,Philadelphia 76ers,1988-12-25,36,13322,266.0,3303771
yabusgu01,Guerschon Yabusele,Philadelphia 76ers,1995-12-17,29,10774,768.0,2087519
mobleis01,Isaiah Mobley,Philadelphia 76ers,1999-09-24,25,9397,6.0,11997
hoodsja01,Jalen Hood-Schifino,Philadelphia 76ers,2003-06-19,21,8033,102.0,0
butleja02,Jared Butler,Philadelphia 76ers,2000-08-25,24,9061,321.0,745726
mccaija01,Jared McCain,Philadelphia 76ers,2004-02-20,21,7787,352.0,4020360
dowtije01,Jeff Dowtin Jr.,Philadelphia 76ers,1997-05-10,28,10264,285.0,0
embiijo01,Joel Embiid,Philadelphia 76ers,1994-03-16,31,11415,452.0,51415938
edwarju01,Justin Edwards,Philadelphia 76ers,2003-12-16,21,7853,445.0,425619
oubreke01,Kelly Oubre Jr.,Philadelphia 76ers,1995-12-09,29,10782,906.0,7983000
lowryky01,Kyle Lowry,Philadelphia 76ers,1986-03-25,39,14328,138.0,2087519
walkelo01,Lonnie Walker IV,Philadelphia 76ers,1998-12-14,26,9681,247.0,780932
georgpa01,Paul George,Philadelphia 76ers,1990-05-02,35,12829,665.0,49205800
grimequ01,Quentin Grimes,Philadelphia 76ers,2000-05-08,25,9170,612.0,4296682
councri01,Ricky Council IV,Philadelphia 76ers,2001-08-03,23,8718,532.0,1891857
maxeyty01,Tyrese Maxey,Philadelphia 76ers,2000-11-04,24,8990,1369.0,35147000
bolbo01,Bol Bol,Phoenix Suns,1999-11-16,25,9344,244.0,2087519
bealbr01,Bradley Beal,Phoenix Suns,1993-06-28,31,11676,902.0,50203930
martico01,Cody Martin,Phoenix Suns,1995-09-28,29,10854,52.0,8120000
gilleco01,Collin Gillespie,Phoenix Suns,1999-06-25,25,9488,194.0,0
leeda03,Damion Lee,Phoenix Suns,1992-10-21,32,11926,83.0,2087519
bookede01,Devin Booker,Phoenix Suns,1996-10-30,28,10456,1923.0,49205800
allengr01,Grayson Allen,Phoenix Suns,1995-10-08,29,10844,680.0,15625000
bridgja01,Jalen Bridges,Phoenix Suns,2001-05-14,24,8799,9.0,0
duranke01,Kevin Durant,Phoenix Suns,1988-09-29,36,13409,1647.0,51179021
plumlma01,Mason Plumlee,Phoenix Suns,1990-03-05,35,12887,333.0,2087519
morrimo01,Monte Morris,Phoenix Suns,1995-06-27,29,10947,233.0,2087519
richani01,Nick Richards,Phoenix Suns,1997-11-29,27,10061,342.0,5000000
ighodos01,Oso Ighodaro,Phoenix Suns,2002-07-14,22,8373,255.0,1157153
onealro01,Royce O'Neale,Phoenix Suns,1993-06-05,32,11699,680.0,9375000
dunnry01,Ryan Dunn,Phoenix Suns,2003-01-07,22,8196,511.0,2530800
washity02,TyTy Washington Jr.,Phoenix Suns,2001-11-15,23,8614,35.0,0
jonesty01,Tyus Jones,Phoenix Suns,1996-05-10,29,10629,829.0,2087519
micicva01,Vasilije MiciÄ,Phoenix Suns,1994-01-13,31,11477,,7723000
simonan01,Anfernee Simons,Portland Trail Blazers,1999-06-08,26,9505,1348.0,25892857
mcgowbr01,Bryce McGowens,Portland Trail Blazers,2002-11-08,22,8256,13.0,0
bantoda01,Dalano Banton,Portland Trail Blazers,1999-11-07,25,9353,559.0,2196970
aytonde01,Deandre Ayton,Portland Trail Blazers,1998-07-23,26,9825,576.0,34005126
avdijde01,Deni Avdija,Portland Trail Blazers,2001-01-03,24,8930,1219.0,15625000
clingdo01,Donovan Clingan,Portland Trail Blazers,2004-02-23,21,7784,436.0,6836400
reathdu01,Duop Reath,Portland Trail Blazers,1996-06-26,28,10582,194.0,2048780
walkeja01,Jabari Walker,Portland Trail Blazers,2002-07-30,22,8357,313.0,2019699
grantje01,Jerami Grant,Portland Trail Blazers,1994-03-12,31,11419,677.0,29793104
minayju01,Justin Minaya,Portland Trail Blazers,1999-03-26,26,9579,18.0,0
murrakr01,Kris Murray,Portland Trail Blazers,2000-08-19,24,9067,287.0,2990040
thybuma01,Matisse Thybulle,Portland Trail Blazers,1997-03-04,28,10331,112.0,11025000
ruperra01,Rayan Rupert,Portland Trail Blazers,2004-05-31,21,7686,155.0,1891857
williro04,Robert Williams,Portland Trail Blazers,1997-10-17,27,10104,116.0,12428571
hendesc01,Scoot Henderson,Portland Trail Blazers,2004-02-03,21,7804,837.0,10259160
sharpsh01,Shaedon Sharpe,Portland Trail Blazers,2003-05-30,22,8053,1335.0,6614160
cissosi01,Sidy Cissoko,Portland Trail Blazers,2004-04-02,21,7745,10.0,0
camarto01,Toumani Camara,Portland Trail Blazers,2000-05-08,25,9170,882.0,1891857
derozde01,DeMar DeRozan,Sacramento Kings,1989-08-07,35,13097,1710.0,23400000
cartede02,Devin Carter,Sacramento Kings,2002-03-18,23,8491,138.0,4689000
sabondo01,Domantas Sabonis,Sacramento Kings,1996-05-03,29,10636,1337.0,40500000
mcderdo01,Doug McDermott,Sacramento Kings,1992-01-03,33,12218,147.0,2087519
jonesis01,Isaac Jones,Sacramento Kings,2000-07-11,24,9106,134.0,152957
crawfis01,Isaiah Crawford,Sacramento Kings,2001-11-01,23,8628,13.0,0
crowdja01,Jae Crowder,Sacramento Kings,1990-07-06,34,12764,23.0,1655619
laravja01,Jake LaRavia,Sacramento Kings,2001-11-03,23,8626,115.0,3352680
valanjo01,Jonas ValanÄiÅ«nas,Sacramento Kings,1992-05-06,33,12094,,9900000
murrake02,Keegan Murray,Sacramento Kings,2000-08-19,24,9067,942.0,8809560
elliske01,Keon Ellis,Sacramento Kings,2000-01-08,25,9291,666.0,2120693
monkma01,Malik Monk,Sacramento Kings,1998-02-04,27,9994,1117.0,17405203
fultzma01,Markelle Fultz,Sacramento Kings,1998-05-29,27,9880,61.0,731831
jonesma05,Mason Jones,Sacramento Kings,1998-07-21,26,9827,23.0,0
daviste02,Terence Davis,Sacramento Kings,1997-05-16,28,10258,0.0,64301
lylestr01,Trey Lyles,Sacramento Kings,1995-11-05,29,10816,451.0,8000000
lavinza01,Zach LaVine,Sacramento Kings,1995-03-10,30,11056,717.0,44531940
biyombi01,Bismack Biyombo,San Antonio Spurs,1992-08-28,32,11980,144.0,647851
weslebl01,Blake Wesley,San Antonio Spurs,2003-03-16,22,8128,217.0,2624280
bassech01,Charles Bassey,San Antonio Spurs,2000-10-28,24,8997,157.0,2087519
paulch01,Chris Paul,San Antonio Spurs,1985-05-06,40,14651,723.0,10460000
dukeda01,David Duke Jr.,San Antonio Spurs,1999-10-13,25,9378,16.0,0
foxde01,De'Aaron Fox,San Antonio Spurs,1997-12-20,27,10040,335.0,34848340
vassede01,Devin Vassell,San Antonio Spurs,2000-08-23,24,9063,1041.0,29347826
barneha02,Harrison Barnes,San Antonio Spurs,1992-05-30,33,12070,1011.0,18000000
ingraha01,Harrison Ingram,San Antonio Spurs,2002-11-27,22,8237,4.0,0
sochaje01,Jeremy Sochan,San Antonio Spurs,2003-05-20,22,8063,617.0,5570040
mclaujo01,Jordan McLaughlin,San Antonio Spurs,1996-04-09,29,10660,45.0,2087519
champju02,Julian Champagnie,San Antonio Spurs,2001-06-29,23,8753,815.0,3000000
johnske04,Keldon Johnson,San Antonio Spurs,1999-10-11,25,9380,979.0,19000000
branhma01,Malaki Branham,San Antonio Spurs,2003-05-12,22,8071,235.0,3217920
minixri01,Riley Minix,San Antonio Spurs,2000-09-22,24,9033,0.0,0
mamuksa01,Sandro Mamukelashvili,San Antonio Spurs,1999-05-23,26,9521,385.0,2087519
castlst01,Stephon Castle,San Antonio Spurs,2004-11-01,20,7532,1190.0,9105120
wembavi01,Victor Wembanyama,San Antonio Spurs,2004-01-04,21,7834,1116.0,12768960
lawsoaj01,A.J. Lawson,Toronto Raptors,2000-07-15,24,9102,236.0,100000
ingrabr01,Brandon Ingram,Toronto Raptors,1997-09-02,27,10149,,36016200
bouchch01,Chris Boucher,Toronto Raptors,1993-01-11,32,11844,502.0,10810000
castlco01,Colin Castleton,Toronto Raptors,2000-05-25,25,9153,79.0,314054
templga01,Garrett Temple,Toronto Raptors,1986-05-08,39,14284,53.0,2087519
dickgr01,Gradey Dick,Toronto Raptors,2003-11-20,21,7879,777.0,4763760
quickim01,Immanuel Quickley,Toronto Raptors,1999-06-17,25,9496,564.0,32500000
walteja01,Ja'Kobe Walter,Toronto Raptors,2004-09-04,20,7590,449.0,3465000
poeltja01,Jakob Poeltl,Toronto Raptors,1995-10-15,29,10837,824.0,19500000
sheadja01,Jamal Shead,Toronto Raptors,2002-06-24,22,8393,533.0,1862265
battlja01,Jamison Battle,Toronto Raptors,2001-05-10,24,8803,419.0,1000000
rhodeja01,Jared Rhoden,Toronto Raptors,1999-08-27,25,9425,114.0,119972
mogbojo01,Jonathan Mogbo,Toronto Raptors,2001-10-29,23,8631,389.0,1862265
agbajoc01,Ochai Agbaji,Toronto Raptors,2000-04-20,25,9188,667.0,4310280
barrerj01,RJ Barrett,Toronto Raptors,2000-06-14,25,9133,1223.0,25794643
barnesc01,Scottie Barnes,Toronto Raptors,2001-08-01,23,8720,1252.0,10130980
chomcul01,Ulrich Chomche,Toronto Raptors,2005-12-30,19,7108,5.0,0
sensabr01,Brice Sensabaugh,Utah Jazz,2003-10-30,21,7900,772.0,2571480
willico04,Cody Williams,Utah Jazz,2004-11-20,20,7513,230.0,5469120
sextoco01,Collin Sexton,Utah Jazz,1999-01-04,26,9660,1159.0,18350000
harklej01,Elijah Harkless,Utah Jazz,2000-02-03,25,9265,32.0,0
colliis01,Isaiah Collier,Utah Jazz,2004-10-08,20,7556,615.0,2512680
sprinja01,Jaden Springer,Utah Jazz,2002-09-25,22,8300,64.0,754409
collijo01,John Collins,Utah Jazz,1997-09-23,27,10128,758.0,26580000
juzanjo01,Johnny Juzang,Utah Jazz,2001-03-17,24,8857,571.0,3087519
clarkjo01,Jordan Clarkson,Utah Jazz,1992-06-07,33,12062,600.0,14092577
martike04,KJ Martin,Utah Jazz,2001-01-06,24,8927,120.0,7975000
georgke01,Keyonte George,Utah Jazz,2003-11-08,21,7891,1125.0,4084200
filipky01,Kyle Filipowski,Utah Jazz,2003-11-07,21,7892,690.0,3000000
markkla01,Lauri Markkanen,Utah Jazz,1997-05-22,28,10252,892.0,42176400
pottemi01,Micah Potter,Utah Jazz,1998-04-06,27,9933,162.0,0
tshieos01,Oscar Tshiebwe,Utah Jazz,1999-11-27,25,9333,107.0,0
mykhasv01,Svi Mykhailiuk,Utah Jazz,1997-06-10,28,10233,334.0,3500000
hendrta01,Taylor Hendricks,Utah Jazz,2003-11-22,21,7877,14.0,5848680
kesslwa01,Walker Kessler,Utah Jazz,2001-07-26,23,8726,641.0,2965920
johnsaj01,AJ Johnson,Washington Wizards,2004-12-01,20,7502,200.0,2795294
sarral01,Alex Sarr,Washington Wizards,2005-04-26,20,7356,869.0,11245680
gillan01,Anthony Gill,Washington Wizards,1992-10-17,32,11930,129.0,2237691
coulibi01,Bilal Coulibaly,Washington Wizards,2004-07-26,20,7630,727.0,6945240
carrica01,Bub Carrington,Washington Wizards,2005-07-21,19,7270,807.0,4454880
jonesco02,Colby Jones,Washington Wizards,2002-05-28,23,8420,131.0,2120693
kispeco01,Corey Kispert,Washington Wizards,1999-03-03,26,9602,705.0,5705887
thorjt01,JT Thor,Washington Wizards,2002-08-26,22,8330,43.0,0
martija02,Jaylen Martin,Washington Wizards,2004-01-28,21,7810,75.0,0
poolejo01,Jordan Poole,Washington Wizards,1999-06-19,25,9494,1391.0,29651786
champju01,Justin Champagnie,Washington Wizards,2001-06-29,23,8753,544.0,1800000
middlkh01,Khris Middleton,Washington Wizards,1991-08-12,33,12362,150.0,31000000
georgky01,Kyshawn George,Washington Wizards,2003-12-12,21,7857,590.0,2825520
brogdma01,Malcolm Brogdon,Washington Wizards,1992-12-11,32,11875,305.0,22500000
smartma01,Marcus Smart,Washington Wizards,1994-03-06,31,11425,140.0,20210284
holmeri01,Richaun Holmes,Washington Wizards,1993-10-15,31,11567,230.0,12648321
beysa01,Saddiq Bey,Washington Wizards,1999-04-09,26,9565,,6440678
vukcetr01,Tristan Vukcevic,Washington Wizards,2003-03-11,22,8133,330.0,0
